client_id,idade,renda_mensal,tempo_emprego_anos,qtd_contas,score_credito,historico_atrasos,valor_emprestimo,parcelas,inadimplente
2698,64,934.08,10.1,2,528.9256020111917,1,33471.86,49,1
2699,45,4043.08,8.5,0,460.9194332224796,0,17645.76,32,0
2700,52,2088.17,0.6,1,470.99992017631666,1,39898.95,20,0
2701,25,1449.25,0.5,1,562.7088595905399,0,44476.42,54,0
2702,33,4830.47,0.8,2,792.5128883533592,2,41956.95,59,0
2703,59,1556.92,2.2,2,541.5338121325757,1,24481.44,27,0
2704,53,2393.21,2.5,3,744.7454832346205,0,4655.6,51,0
2705,47,1455.49,0.8,4,586.9236331396916,0,18899.7,39,1
2706,35,3799.97,4.2,2,481.88496088983175,0,21510.57,27,1
2707,19,8653.0,1.1,0,552.6788811549604,0,48032.57,32,0
2708,66,672.61,7.7,0,471.90120762625565,1,28492.12,32,1
2709,30,3262.1,3.2,3,514.4031548036146,0,32221.89,38,0
2710,21,5915.14,1.7,2,511.4251938124082,1,39209.18,13,0
2711,43,2127.74,4.7,1,409.6196132518734,1,28626.02,50,1
2712,42,1206.12,5.1,5,751.2796068814725,0,30124.99,41,0
2713,47,4174.59,1.0,1,621.1017030222282,1,12643.73,29,1
2714,28,6643.03,1.2,3,531.3721594381898,0,3413.9,18,0
2715,24,6077.92,8.2,4,622.175774643339,0,36208.6,40,0
2716,48,3994.71,0.5,4,516.4519606357939,0,42509.89,34,0
2717,61,3223.85,0.1,6,332.8938034630244,1,20894.01,31,0
2718,27,1452.13,1.8,1,850.0,0,27671.27,54,0
2719,56,5956.25,4.8,4,618.959987667706,0,15710.62,12,0
2720,30,5698.54,4.4,4,541.0986960685235,0,22785.92,32,0
2721,48,1199.37,7.6,1,406.60851883225666,2,10840.04,13,1
2722,24,3990.15,2.3,1,450.585020485744,0,38114.4,17,0
2723,73,5025.39,0.3,3,765.4491929554905,0,24849.63,46,0
2724,66,6037.17,2.7,7,750.1938548798466,0,27584.25,25,0
2725,59,2807.38,4.5,7,675.3215035998948,0,2335.86,50,0
2726,59,1501.09,0.3,1,488.4922961590186,0,31308.72,25,0
2727,73,1994.82,0.6,2,750.9973987977011,1,10531.46,52,0
2728,53,1331.68,0.0,3,644.9782617944353,1,19478.03,9,1
2729,37,2861.64,2.7,2,665.4924448351535,1,20929.43,16,0
2730,21,2446.69,6.5,4,644.6170944443246,0,22712.26,11,0
2731,71,16581.27,3.3,3,449.3012815373896,1,11758.1,56,0
2732,24,6098.16,12.1,0,480.18390492531125,2,42580.46,30,0
2733,71,6474.58,0.2,1,548.9781833591638,1,21678.58,8,1
2734,18,4346.31,7.0,1,664.3639707533114,0,30800.66,45,0
2735,61,2221.96,5.0,4,461.95679177568536,0,30889.91,47,0
2736,73,2391.53,1.1,5,582.465358505581,0,30545.74,24,1
2737,62,2573.2,10.9,2,582.339048983695,1,28186.24,20,0
2738,59,3465.41,1.0,2,679.2739689327577,1,41219.97,46,0
2739,64,4069.75,6.6,6,667.4671535607663,1,40724.58,40,0
2740,30,2982.65,6.4,2,498.9774070947867,0,21148.66,24,0
2741,72,2362.61,4.3,3,744.6686169487302,2,31974.38,11,0
2742,39,1853.27,2.5,2,483.676017124971,0,5590.05,20,0
2743,71,978.36,0.4,5,709.223944190075,0,4993.25,59,1
2744,38,8322.38,2.3,0,544.9855101651601,0,24255.86,23,1
2745,39,17403.45,1.3,0,616.3925953433372,0,45060.1,17,0
2746,45,7781.23,4.7,0,622.5987460104305,0,32674.99,11,0
2747,26,1088.71,4.3,1,619.7707440708796,0,33626.21,44,0
2748,43,5594.91,7.2,3,667.449919843457,0,8304.83,4,0
2749,26,6761.64,0.0,1,639.1459497933532,1,22938.57,16,0
2750,32,2158.67,5.0,3,678.3649129870538,0,20339.15,23,0
2751,27,4407.85,8.4,1,646.4619960345135,0,39257.43,45,0
2752,41,2069.28,4.7,3,473.5544741074156,0,7322.29,47,0
2753,74,10128.85,0.4,1,626.9799074557988,0,27189.95,36,0
2754,59,3992.99,0.3,4,543.6130097494666,1,45611.9,55,0
2755,25,1431.21,0.1,1,489.0737522092717,1,44676.76,9,1
2756,41,5094.14,3.0,6,571.01601073227,1,42690.69,17,0
2757,33,6953.67,3.0,6,618.323559903509,1,19061.77,41,0
2758,66,3492.96,13.0,3,624.9675027987785,0,47084.48,14,0
2759,43,4374.53,1.5,1,705.6024745140268,0,40362.38,9,0
2760,44,2819.17,1.2,1,730.7309118971577,0,42631.5,7,0
2761,54,1203.0,2.9,2,633.6280830757356,0,46651.51,49,0
2762,21,2640.21,5.2,2,651.7106377009409,1,46881.56,41,1
2763,67,4529.79,8.3,0,609.5309033175655,1,12383.22,56,0
2764,41,2690.76,4.9,2,676.7225463649585,1,6820.54,25,0
2765,36,5656.79,1.7,1,648.6988138837064,1,34698.31,55,0
2766,53,2178.2,3.0,5,594.5511906142196,0,28379.09,30,0
2767,56,2295.55,5.8,1,815.19825670043,1,16707.61,36,1
2768,27,5795.84,2.0,1,545.3816636558181,1,34380.25,27,1
2769,42,3559.88,0.7,2,745.4456956708337,0,3568.85,4,1
2770,35,2144.42,0.6,0,464.5707073673063,0,2836.81,53,0
2771,36,6816.11,0.0,1,681.3616536451455,2,18038.37,11,1
2772,53,1718.16,3.8,3,743.6568351726837,0,10095.41,36,1
2773,27,1666.43,0.4,0,409.278092899208,0,36068.52,48,1
2774,50,309.96,0.8,4,613.8950573055095,0,47427.08,49,0
2775,72,1913.76,1.1,1,671.5414041244044,3,33250.56,58,0
2776,67,8492.79,2.5,0,625.1963604128066,0,32911.83,34,0
2777,22,568.03,1.5,4,637.8155935606964,0,826.48,14,0
2778,64,1391.95,3.4,3,613.6223162376664,0,25857.71,21,0
2779,66,4235.49,0.2,1,490.5752173638408,0,40946.52,49,0
2780,52,494.78,0.4,3,836.8045592155443,1,32878.96,40,0
2781,61,1981.17,2.1,2,549.64621366842,0,11775.23,59,1
2782,51,7425.61,1.2,3,643.4161238778905,0,42499.52,12,0
2783,50,15281.84,1.1,1,535.3160322914573,2,48236.65,12,1
2784,72,3760.09,0.2,1,372.41368099793016,1,14310.15,37,0
2785,38,1420.59,6.8,2,507.5487126251031,0,10751.17,43,0
2786,34,1382.84,3.5,1,455.2393307724862,0,17257.08,57,0
2787,39,3347.36,0.4,6,709.156753922449,0,3626.34,39,0
2788,65,3732.27,0.2,3,539.3131983955545,0,43734.92,34,0
2789,54,13178.51,11.1,5,548.5908660820037,1,46500.32,58,0
2790,32,6481.09,3.4,1,493.5669287396264,0,31848.5,56,0
2791,52,3188.43,1.6,1,609.4035398715102,0,38334.57,9,1
2792,45,2279.78,3.6,3,528.3541483638719,1,33598.21,53,1
2793,24,33248.65,4.2,0,699.2354731246788,0,19179.03,12,0
2794,49,4921.04,4.5,1,630.2039323089161,0,31786.1,45,1
2795,28,1745.85,1.9,0,542.8174214275552,0,41897.85,40,1
2796,27,2490.66,1.7,2,685.023305183702,0,40590.42,29,0
2797,26,1477.4,0.0,2,600.7940523023238,0,4512.35,34,0
2798,31,435.44,7.8,2,602.1496905689951,0,23398.75,53,0
2799,30,3828.09,2.8,1,453.73650962680745,1,20167.41,9,0
2800,74,12406.35,0.7,1,592.8913867214686,1,37724.43,50,0
2801,42,808.8,7.6,1,632.1544639317998,0,25318.11,28,0
2802,19,3115.7,7.4,1,733.3566822198345,1,17810.2,24,0
2803,52,1693.37,13.6,1,524.8106370096677,1,35464.31,14,1
2804,24,4524.23,6.2,0,827.8108623385511,0,23942.14,26,0
2805,38,2597.06,18.3,2,655.6868316828986,0,13202.89,58,0
2806,35,1004.21,0.8,3,448.05881239661926,0,44575.64,56,1
2807,20,1359.83,5.5,2,515.4801885914444,0,6095.87,52,0
2808,59,1534.19,5.2,6,742.0999164216819,0,1395.34,48,0
2809,71,8738.16,0.8,2,724.3229142962394,0,7623.6,31,0
2810,56,8388.42,0.3,7,601.8093481560503,1,8600.34,34,0
2811,58,2323.71,11.7,0,614.9917703057852,0,27133.09,18,1
2812,66,7960.47,1.1,2,483.53897262740287,0,31430.84,28,0
2813,28,2595.29,6.1,2,732.1442740235342,0,22706.25,8,0
2814,56,2295.42,0.0,4,501.2232913225533,1,10606.48,3,0
2815,41,3120.33,0.1,2,684.4741111123417,1,7043.45,15,0
2816,63,3743.81,1.9,1,735.2042368665138,0,24861.52,40,0
2817,36,1911.5,0.8,1,604.8155554219509,1,28491.41,8,0
2818,21,3033.56,3.5,6,696.7611366122198,0,15546.09,40,0
2819,43,5596.28,2.5,3,784.7639708025695,0,11411.78,14,0
2820,55,3306.45,0.2,0,626.7968799210738,0,4489.34,11,0
2821,59,3084.75,0.5,2,582.4698183568054,0,1799.1,22,1
2822,49,4426.41,1.5,5,593.3147142448483,0,5733.95,41,0
2823,56,5081.52,0.6,1,525.7012097327912,0,37232.93,29,0
2824,62,2835.31,4.7,2,523.4416207263126,2,17528.92,5,0
2825,63,2039.9,1.6,0,644.2406763825703,1,1857.24,26,0
2826,53,3468.1,0.3,3,583.6050177850715,1,25654.18,17,0
2827,57,832.83,2.0,1,632.7569176851266,0,27035.33,36,1
2828,54,2519.32,0.3,2,451.0063850147429,0,21720.09,52,0
2829,50,412.71,0.4,2,590.7381174812859,0,5978.8,34,0
2830,53,780.06,0.8,3,703.0117850090463,0,37870.89,23,0
2831,20,691.63,5.9,3,488.1075723023982,0,34609.54,3,0
2832,26,6890.38,7.8,1,601.6526414134552,0,20039.09,35,0
2833,25,3014.49,5.3,1,414.5390689101589,3,19350.36,13,0
2834,50,1086.11,1.2,1,469.4537977726826,3,8218.79,5,0
2835,23,4415.4,1.0,0,680.766088767805,0,37800.69,24,0
2836,58,6574.3,2.4,5,569.071570668705,0,30178.91,12,0
2837,56,4477.36,3.8,2,782.2072865538543,1,4746.78,46,0
2838,21,2563.25,15.0,2,643.2443110424313,0,19214.14,40,0
2839,30,3590.29,0.4,2,653.0595664889324,0,45226.27,26,0
2840,66,6131.52,0.2,2,492.35179501051005,0,22892.54,9,1
2841,19,2047.97,3.6,1,561.4894623155546,1,16583.91,51,0
2842,22,3053.04,5.4,1,526.7363817952388,0,32367.31,51,1
2843,61,2426.6,5.6,1,493.45582604494143,1,10547.13,38,0
2844,44,819.97,3.4,0,666.3893126096135,1,26428.27,3,1
2845,49,6205.89,9.2,4,686.451586576868,1,33641.38,3,0
2846,38,15457.0,2.1,3,639.8937194167448,0,42816.48,28,0
2847,25,1481.73,7.4,2,517.1932806774013,0,34778.96,19,0
2848,55,6439.1,10.3,5,633.0730035097463,1,19528.28,13,0
2849,25,1519.91,5.6,4,408.7321598534344,0,38506.11,5,0
2850,67,3315.06,1.1,3,732.300926870804,1,44970.8,12,0
2851,20,9960.77,0.7,3,470.1849824362563,0,24149.3,4,0
2852,71,1965.79,2.4,2,487.95410175615365,1,722.79,34,1
2853,61,2946.14,1.8,1,611.5292269570192,0,44105.44,18,0
2854,20,705.42,6.3,4,620.4159560242045,1,8689.38,50,0
2855,39,1752.22,0.3,3,592.7251401548216,0,6753.11,28,0
2856,23,648.71,0.9,2,488.9872059017703,1,15730.09,42,0
2857,19,4202.11,4.2,5,713.3347993603293,1,19309.2,41,0
2858,40,5798.24,0.3,3,431.4050798930749,1,40069.15,12,0
2859,61,2496.62,1.2,1,451.6731009551555,0,19764.58,58,0
2860,19,3747.0,1.5,1,589.3017228045519,1,2916.65,38,0
2861,55,2297.13,2.9,3,473.5766018155612,0,31980.1,32,0
2862,34,5390.73,0.5,0,722.2625276275926,1,33725.44,11,0
2863,52,3306.25,5.9,4,482.17853645870855,0,40803.94,7,0
2864,51,608.79,1.8,1,755.7027152210312,0,20243.87,9,0
2865,40,6323.23,7.5,1,703.5122165771573,1,4760.52,38,0
2866,47,2182.8,1.9,2,723.5055735507584,1,27876.58,3,0
2867,69,1078.9,1.0,3,788.7105982953245,1,6489.37,29,1
2868,25,2098.24,0.5,2,608.1227924095765,0,1345.23,14,0
2869,39,650.89,0.0,2,498.7025404180042,0,39039.88,18,0
2870,61,1096.73,2.3,2,589.6992124231358,0,20468.82,50,0
2871,53,3342.12,0.3,1,543.3334394591037,0,26487.76,10,0
2872,22,3573.75,1.5,1,529.0808727486278,0,33311.04,27,0
2873,30,3809.11,2.7,3,615.0853436806832,1,20350.87,15,0
2874,46,2988.62,1.0,0,568.8295785792253,1,3031.01,43,0
2875,48,1712.5,0.6,2,524.7790315683003,1,13010.81,12,0
2876,64,2853.87,4.5,3,575.4597607412742,1,10119.89,42,0
2877,74,2101.14,8.8,4,654.8978464203705,1,48881.0,35,0
2878,72,811.9,0.3,5,695.6417206592696,0,37105.52,37,1
2879,33,1606.91,0.5,0,439.70760868090105,1,22851.72,39,1
2880,59,6073.15,9.7,2,569.6798913671457,0,3636.69,41,0
2881,47,10621.5,0.1,2,585.8656794525295,0,6234.6,30,0
2882,74,5019.17,11.4,1,481.74799777723683,0,40738.53,18,0
2883,72,10249.23,0.0,0,588.02942669593,0,47299.73,10,0
2884,33,3191.71,6.2,1,614.7995609540028,1,2051.83,35,1
2885,29,12014.88,1.1,3,651.883454528099,1,45564.66,55,0
2886,34,15422.62,8.4,1,607.715802563167,0,19337.9,37,0
2887,33,744.88,1.1,2,511.9050590002445,1,11074.82,57,0
2888,29,3558.86,3.2,0,801.2030027571847,0,5560.5,40,0
2889,25,3194.37,0.3,2,682.9126771621598,0,38701.57,14,1
2890,37,2123.28,0.8,4,655.2719744649867,2,23711.07,17,0
2891,20,4418.4,4.5,1,700.4831257010936,0,41704.98,19,0
2892,33,3080.66,2.3,2,624.4609171810478,0,11694.78,29,0
2893,47,1655.14,7.9,2,728.6300885521955,0,34089.12,52,0
2894,62,2918.18,1.7,1,605.6871950285764,1,6347.02,23,0
2895,40,7814.03,6.1,4,600.1747460274185,0,4942.66,23,0
2896,45,3449.66,1.8,1,663.5228478791204,1,7103.29,19,0
2897,68,4922.46,11.6,1,757.6357546290924,1,40540.61,29,0
2898,57,2388.35,9.6,1,751.2048615289307,1,32953.18,14,1
2899,71,4279.76,1.2,3,659.2847598259996,0,8715.21,50,0
2900,22,1133.0,6.5,3,651.6611858576799,0,19546.22,46,0
2901,37,1998.64,5.6,3,669.6042411096486,1,38302.46,38,1
2902,57,2745.9,0.7,4,698.5620913336597,0,14640.88,30,0
2903,73,1073.77,2.9,2,729.8731939413242,1,46102.55,27,1
2904,61,1534.3,0.2,3,576.3415915996151,1,45772.84,11,1
2905,18,3829.5,5.4,0,731.8061289837392,0,27868.59,49,0
2906,74,3307.23,0.6,2,634.2995114071306,0,31782.73,39,0
2907,47,5682.19,0.2,1,665.093162249995,0,32834.31,25,0
2908,38,1843.81,1.5,1,738.1949321533995,1,13294.19,13,0
2909,37,3121.54,2.6,0,674.7062250090679,0,18583.41,52,0
2910,23,1741.51,5.8,1,691.5995563152841,0,7229.08,3,0
2911,39,5244.33,11.0,2,561.0581466717579,0,46281.13,18,0
2912,35,7727.93,1.7,4,749.831154374968,2,36330.55,52,1
2913,25,4388.14,0.2,5,669.5686711076125,1,2794.64,15,0
2914,56,6967.11,4.1,1,612.6065717840497,1,27694.68,22,0
2915,49,3059.48,2.5,2,710.1074386893102,0,17482.15,18,0
2916,50,5678.69,1.8,2,850.0,2,40856.75,56,1
2917,70,3166.35,1.1,2,483.10754981780656,1,17518.1,18,1
2918,33,1312.98,2.1,0,519.6267377076717,0,32385.43,37,1
2919,29,3631.41,1.2,3,850.0,0,8704.15,52,0
2920,55,1344.48,4.2,2,642.6694842304374,0,28158.4,34,0
2921,69,19366.56,2.4,1,619.0869678631568,2,15047.34,25,0
2922,51,2281.82,6.3,4,588.4614258337834,1,8661.98,58,0
2923,31,4994.19,2.4,0,720.843600097144,0,31153.33,27,0
2924,53,2951.5,0.8,4,850.0,0,32112.74,45,1
2925,50,1111.1,5.7,4,533.4811459266655,0,49176.01,30,1
2926,40,652.74,2.4,1,590.3123272810666,0,33620.75,47,0
2927,67,5427.38,0.7,1,564.9272871432134,1,26027.64,58,1
2928,62,10295.61,2.9,1,673.2864976819278,0,45674.73,4,0
2929,19,1655.99,1.3,4,722.2393437650575,1,41499.9,5,1
2930,58,792.07,5.6,0,762.0932785333117,0,27662.94,33,0
2931,38,2298.17,1.8,2,676.671828262028,0,25811.78,35,0
2932,19,1408.54,3.9,2,850.0,0,47127.47,35,0
2933,44,1771.79,0.3,2,542.5247016792587,1,31047.79,49,0
2934,74,4857.6,1.5,4,516.5459447567296,1,35832.07,56,0
2935,26,2863.01,12.3,4,746.9344293316209,0,4790.61,37,0
2936,18,1535.17,5.0,4,612.2832319596337,0,36056.13,38,0
2937,28,4773.34,0.5,2,462.4059676584719,1,13601.75,28,1
2938,20,5082.19,1.0,4,568.3937028362551,0,6219.13,14,0
2939,69,2276.41,1.2,3,625.5658654097274,1,42558.47,58,1
2940,40,3328.69,3.2,2,535.3751762092645,0,34713.96,55,0
2941,43,4520.61,4.2,4,498.53393129054115,0,20674.43,46,0
2942,21,4191.79,4.2,2,579.2370863474124,2,21855.13,48,0
2943,35,3079.4,2.1,2,493.54665796382886,0,10257.33,13,1
2944,72,9377.5,5.0,1,663.5131038980232,0,972.77,8,0
2945,23,4751.16,1.7,2,405.61951531071537,1,17793.28,27,1
2946,52,2078.61,0.4,0,609.0424927965422,0,7846.51,48,1
2947,39,2088.63,2.5,2,651.9509888108303,1,21375.48,36,1
2948,60,1907.47,9.1,1,590.9458760251624,0,41774.34,37,0
2949,32,4942.85,4.7,1,709.3222897070873,2,6180.34,23,0
2950,39,1811.3,2.6,3,462.94387657958646,0,5041.8,20,1
2951,54,2121.93,3.1,3,529.8910498623885,0,45154.06,10,0
2952,69,6949.45,8.0,2,566.9965353749111,0,37384.41,36,0
2953,59,3474.85,1.7,3,671.2724569409306,2,3126.96,54,0
2954,29,7776.22,1.2,2,621.8507586046121,0,4438.74,50,1
2955,64,5644.56,11.3,2,814.3365982742419,0,34403.75,16,0
2956,66,1162.89,6.0,1,519.4214103026106,0,18832.04,21,0
2957,59,2747.08,1.2,2,460.5011101419349,0,36346.58,22,0
2958,55,6581.11,1.9,0,778.908898293306,0,20520.48,6,0
2959,35,1121.32,1.6,1,456.91414160676175,0,48405.44,40,0
2960,62,4170.41,0.5,2,668.3062711399045,0,34873.62,34,0
2961,52,2888.84,9.5,1,502.13299579780306,0,2807.48,28,1
2962,47,732.28,1.6,1,393.06816491523136,0,16859.84,30,0
2963,41,3280.42,6.2,3,562.5216206186768,0,28398.51,14,0
2964,59,1525.42,0.6,3,689.949996247716,0,7522.75,12,0
2965,47,1171.31,2.4,3,477.82289115269265,0,624.75,43,0
2966,31,3002.84,0.1,2,657.6094728144831,0,4425.75,37,0
2967,23,636.08,4.3,4,676.2863561186451,1,26451.04,35,0
2968,20,1738.13,2.6,2,472.8309858480696,2,31796.63,16,1
2969,33,22946.93,2.9,2,577.223871128763,0,5098.72,42,0
2970,24,5014.95,0.2,1,757.7074822327164,0,33425.25,25,0
2971,69,1472.71,0.7,1,665.0592619963743,0,31047.65,20,1
2972,31,9166.7,0.2,1,573.8507535423979,0,47024.9,55,0
2973,26,1347.98,1.0,1,641.529548125392,1,42113.44,46,0
2974,32,1914.18,3.0,1,531.4736691529552,2,47190.47,14,0
2975,38,1189.06,2.5,3,711.3695678385025,0,48322.33,44,1
2976,52,3658.7,2.8,2,711.3260064602139,0,22320.02,38,0
2977,19,8909.77,2.4,0,612.0905915086055,0,24651.58,27,1
2978,44,1340.5,1.0,2,623.0706156457694,0,14440.29,54,0
2979,19,573.44,0.8,1,500.12031249943277,1,25667.4,39,1
2980,52,7135.04,0.4,2,464.79635729321706,0,7960.38,42,0
2981,35,10332.41,5.7,2,562.3395256058469,1,33735.83,53,1
2982,31,604.22,2.9,4,591.2598290308822,0,1734.16,24,0
2983,37,4307.2,0.6,5,706.2627497387989,0,12163.57,8,0
2984,35,3573.16,0.6,1,692.242775061831,0,10799.55,18,0
2985,27,1587.67,6.2,0,618.4832888359093,2,46925.51,25,0
2986,42,977.03,4.1,1,719.0538984372787,0,7672.64,11,0
2987,19,6590.6,3.2,4,505.6513821185597,0,44593.38,45,0
2988,42,3440.1,1.6,2,707.733688727837,1,6655.73,37,0
2989,71,3653.87,0.9,1,520.9571285650533,0,32709.55,31,0
2990,50,1812.72,11.7,1,723.9694530064243,0,16334.36,16,0
2991,53,1569.44,4.8,4,598.6653535230018,1,16142.12,7,0
2992,48,418.23,1.1,2,400.1713323462262,1,49914.42,23,0
2993,31,2483.88,5.6,1,673.0157164031442,0,11689.12,55,0
2994,18,9424.44,4.3,2,680.954575950078,1,10526.72,8,0
2995,63,1462.34,1.1,2,554.3419945511419,1,29672.07,3,0
2996,33,881.89,1.7,5,562.8740421605984,0,37167.24,33,0
2997,71,4223.97,0.6,3,584.0454720115396,0,49133.97,47,0
2998,63,4895.46,0.4,4,407.48481873737285,1,35219.98,43,1
2999,69,1865.48,3.8,1,363.5271826904857,0,28312.62,30,1
3000,20,2255.19,0.9,2,730.1625638130389,0,20752.02,5,0
3001,52,3681.67,5.1,2,517.5932332589423,0,29958.08,40,0
3002,58,2632.16,16.3,0,785.5264109576364,1,30241.33,54,0
3003,23,6634.93,0.2,1,737.0401801138914,2,11276.72,25,0
3004,42,20947.91,1.9,0,756.7195314269738,1,33724.82,42,0
3005,30,759.51,4.9,3,534.9701047532845,0,10618.98,6,0
3006,70,7972.9,4.7,3,439.1598813069419,2,24752.76,8,0
3007,51,3242.85,4.3,1,491.3117693405645,3,13363.54,14,1
3008,25,9050.37,1.3,0,555.3545272847089,2,15983.65,14,0
3009,38,5321.36,1.8,1,362.677026714936,1,30886.91,9,0
3010,51,3130.43,2.7,2,552.4574310875832,0,3692.01,30,0
3011,21,5475.39,10.9,1,579.832197248889,1,1095.72,28,0
3012,42,2174.76,1.2,0,470.55790284133053,1,6965.69,50,0
3013,32,1604.49,7.7,2,495.9514901754168,0,8851.0,9,1
3014,21,5702.67,0.9,5,577.9401478819199,0,10294.71,59,0
3015,62,1517.07,13.5,0,635.6286548310302,0,38809.59,58,0
3016,29,4983.55,3.3,2,510.9177331999756,1,22619.47,5,1
3017,49,3055.19,1.9,3,629.2252609576269,0,23761.84,15,0
3018,49,462.41,2.9,2,613.6846007987855,0,32394.54,54,0
3019,45,1882.76,1.0,2,604.6885859018391,1,36590.88,43,0
3020,30,3896.64,1.0,2,534.7985876143423,1,673.66,13,0
3021,48,2154.25,0.4,2,466.66204039646175,0,42907.9,41,1
3022,31,388.62,0.4,3,769.6451979900739,1,49427.52,25,0
3023,37,8574.95,1.3,1,663.0305916457426,0,6529.47,49,0
3024,35,3413.52,4.3,6,700.5731653060739,1,32728.49,3,0
3025,46,4251.35,2.8,2,591.6370315161078,1,619.48,36,0
3026,23,2041.38,0.3,4,583.5974557739862,0,2926.96,33,0
3027,49,4560.52,5.7,1,649.0659680725388,0,14607.55,35,0
3028,46,12937.12,2.8,2,416.5311649547755,0,42397.0,49,0
3029,60,1655.64,9.7,1,488.53565306468556,2,32798.79,38,1
3030,19,11311.9,3.3,2,520.2225121971627,0,22568.14,38,0
3031,40,4100.45,0.6,1,554.5433577458238,0,22210.62,16,1
3032,36,1486.91,1.9,7,512.0304320529846,1,23569.65,39,1
3033,48,17499.24,3.1,2,633.2807125250746,3,15896.14,34,1
3034,68,4077.8,0.1,0,608.1447234462836,2,43946.87,55,1
3035,22,5121.4,0.0,1,739.2864689751377,0,28609.52,30,0
3036,36,2403.11,0.4,4,847.3759157112562,2,24455.52,3,0
3037,51,1576.46,0.9,3,473.7149759851567,0,23521.29,49,0
3038,27,3409.26,1.7,0,614.7305213968446,0,46823.41,9,0
3039,42,10563.62,2.0,1,614.5525878206975,2,36321.27,18,0
3040,19,2326.85,0.4,0,598.5801930235338,0,7668.32,56,0
3041,28,2917.84,3.4,3,491.51754290344985,3,22130.02,34,0
3042,67,9557.32,2.7,3,508.28025543574495,0,14774.42,26,0
3043,48,2344.29,1.0,2,624.0405611916119,1,49350.0,16,0
3044,73,4483.78,0.0,0,505.46499266927634,1,21062.09,49,0
3045,32,6014.21,0.2,2,615.9271972167007,2,3859.57,17,1
3046,26,2546.75,1.5,3,575.4050215454395,0,20854.99,54,0
3047,40,3819.48,0.5,1,614.1657903121283,0,16406.84,3,0
3048,36,5058.79,1.4,3,504.6699529565566,3,30179.34,30,0
3049,26,2163.04,3.0,4,615.7469242334537,0,11690.87,21,0
3050,52,5725.08,2.4,4,511.90474165234093,0,2280.7,59,0
3051,38,1924.48,0.8,3,616.0695608656919,0,5246.08,9,0
3052,26,1737.03,1.3,3,733.9396122439157,2,14515.81,20,0
3053,45,878.63,2.9,1,626.0983850016071,1,17741.97,49,0
3054,63,1992.67,5.9,2,632.1870382383057,0,41805.3,15,0
3055,68,1552.46,4.2,1,681.7206517497548,0,13868.45,53,0
3056,24,2163.11,2.4,2,459.6441655526737,0,2058.91,20,1
3057,33,4863.89,1.3,4,771.8921573723012,1,39146.31,6,1
3058,33,749.54,1.4,0,494.441000738763,0,43511.42,52,0
3059,50,614.16,6.3,2,687.9660997368937,2,24869.16,6,1
3060,21,1637.19,0.1,2,674.6909987256323,0,14603.9,29,0
3061,21,4311.26,13.3,3,509.78336384952394,0,38720.92,18,0
3062,56,3755.93,3.3,1,700.8886136766762,0,940.47,16,1
3063,57,1616.39,3.4,1,649.7812766413309,0,46239.4,16,1
3064,34,7597.14,0.1,4,788.9978644402257,1,43343.82,9,1
3065,54,1760.36,2.8,5,619.3378751341293,0,27469.24,47,0
3066,56,4315.48,2.0,2,589.1456668477402,1,14240.27,58,1
3067,69,2230.03,0.3,1,548.5237472081795,0,2125.82,16,0
3068,46,1487.69,1.0,2,425.66447286488267,0,49991.28,44,0
3069,69,1837.11,6.6,3,568.177243524884,0,38222.65,47,1
3070,53,5362.58,2.4,2,572.4101605741123,0,17266.14,8,1
3071,55,3979.14,1.6,4,626.2058182557435,0,1453.96,45,0
3072,56,6467.09,0.2,3,457.6896889117534,0,32144.94,59,1
3073,67,3979.01,3.8,3,576.0987788813121,0,49351.75,40,0
3074,54,821.44,3.6,2,657.6251392022116,0,35500.1,29,0
3075,69,16180.01,2.9,4,667.5509675492517,0,4643.86,13,0
3076,52,4024.42,2.1,4,414.0184823862673,1,20412.78,33,1
3077,24,4499.57,1.7,2,670.6406608653224,1,5904.58,53,0
3078,44,2205.1,2.7,2,575.3426086878508,1,45651.95,51,0
3079,45,7262.96,0.8,0,581.4989122501446,0,16855.52,59,0
3080,39,1243.29,8.5,1,363.5484630144162,1,36802.14,5,0
3081,31,4855.48,2.7,2,749.357116255788,2,4692.17,3,0
3082,24,564.7,1.1,1,617.6798885011295,0,6856.53,18,0
3083,54,5124.39,1.8,4,446.8539573477293,0,34134.64,46,1
3084,39,1256.84,4.9,0,637.5201574916466,0,42252.26,29,0
3085,22,3720.43,0.5,2,634.4478440847024,1,10471.77,48,0
3086,72,8829.67,1.0,2,722.254415293299,1,21207.69,52,0
3087,19,5757.01,3.4,4,569.0311230709123,0,31161.14,5,0
3088,44,7938.7,1.1,1,601.1996068938586,0,39915.68,58,0
3089,38,7307.66,4.7,4,535.7192199762092,0,31595.73,10,1
3090,71,1959.75,0.4,2,659.7948613992738,2,5223.58,52,1
3091,55,4811.02,4.3,3,521.6509658324951,1,27369.56,18,1
3092,32,749.99,0.2,2,510.700948291977,1,44288.03,49,1
3093,38,1720.64,0.0,1,593.220246222008,0,43467.17,56,1
3094,27,9082.67,6.9,1,477.41362286961714,0,29458.27,4,1
3095,40,2190.69,2.6,4,760.2131218539234,0,49786.96,31,0
3096,73,668.88,1.3,2,792.7266727741876,0,5703.62,18,1
3097,56,14927.48,0.8,1,554.6409914578185,0,24190.47,57,0
3098,22,4674.14,2.9,3,461.34049934428344,1,38868.62,31,1
